stakeholder,height_m,area_m2,euluc,function
resident,25.46449966666671,349.3254333917302,居住用地,
resident,6.566833000000005,17.66386588989963,居住用地,
resident,10.332166333333337,247.64671521020512,居住用地,
resident,59.44663300000001,351.2254796257138,居住用地,Residence
resident,19.14763300000003,17.243827179622002,居住用地,
resident,11.066366333333336,34.86037233502541,居住用地,
resident,9.229966333333335,15.502836910550688,居住用地,
resident,8.72269966666667,211.29128416660637,居住用地,Other
resident,9.066299666666671,33.324976757370194,居住用地,
resident,9.892833000000007,112.3171812446843,居住用地,Other
resident,9.979366333333337,153.8496828086869,居住用地,Other
resident,8.354233000000008,45.95678892040493,居住用地,Other
resident,8.072299666666675,98.56897372405159,居住用地,
resident,8.588833000000006,44.82863874058299,居住用地,Other
resident,8.378499666666672,99.53139790654146,居住用地,
resident,8.52509966666667,22.563142193966875,居住用地,
resident,7.733966333333334,107.3888225612603,居住用地,
resident,8.598032999999997,22.653450679726184,居住用地,
resident,8.151899666666667,106.56885587684049,居住用地,
resident,6.577566333333334,42.93869900107787,居住用地,
resident,8.548699666666668,35.46430036768391,居住用地,Other
resident,8.898232999999996,109.31328313421288,居住用地,
resident,8.836766333333332,44.7158018539726,居住用地,
resident,8.969099666666667,28.898767376404113,居住用地,
resident,8.832299666666666,99.66718400062899,居住用地,
resident,13.382699666666676,308.30641127740336,居住用地,
resident,19.334499666666638,522.8297620990023,居住用地,Residence
resident,9.667499666666682,622.9386063835842,居住用地,
resident,20.174966333333337,1766.3882999673297,居住用地,
resident,15.505432999999998,267.85642619005534,居住用地,
resident,16.347832999999998,520.9303788646803,居住用地,Residence
resident,6.149966333333341,20.239677674873583,居住用地,
resident,18.561033,271.15562602040865,居住用地,Residence
resident,17.86369966666667,488.01747894632274,居住用地,Residence
resident,16.281499666666637,256.5665195841953,居住用地,Residence
resident,18.205366333333323,257.49185025179753,居住用地,Residence
resident,24.6843663333333,269.6858012310654,居住用地,Residence
resident,19.86103300000004,269.60010168508984,居住用地,Residence
resident,9.487699666666666,64.44297167760593,,
resident,10.643499666666669,22.287938284141,,
resident,15.883366333333337,497.6055710588477,居住用地,Residence
resident,7.167966333333343,72.35928149443777,居住用地,
resident,17.386966333333326,624.5405762664373,居住用地,Residence
resident,11.404432999999996,127.0022710019197,居住用地,
resident,17.822166333333325,269.3951688503397,居住用地,Residence
resident,8.628566333333328,286.64402928590846,居住用地,Residence
resident,16.872433000000008,427.6782901435509,居住用地,Residence
resident,12.571232999999996,85.46965900415314,居住用地,
resident,18.752166333333342,417.0211236551674,居住用地,Residence
resident,17.98409966666667,381.0383226567997,居住用地,Residence
resident,35.56323299999998,2013.7654655379124,居住用地,Residence
resident,24.236099666666664,105.40601137045822,居住用地,Residence
resident,10.422633000000005,62.24006355424445,居住用地,
resident,53.49783299999989,100.06933406436369,居住用地,Residence
resident,59.6540329999999,159.2231682656203,居住用地,
resident,55.721699666666574,21.76105723040403,居住用地,
resident,18.413299666666642,853.3735731143995,居住用地,Residence
resident,17.54056633333333,255.1300512809307,居住用地,Residence
resident,17.307499666666683,855.82766508737,居住用地,
resident,43.342232999999936,60.39970298706664,居住用地,
resident,51.54963299999992,99.72973142663372,居住用地,Residence
resident,20.722233000000006,856.1108024320847,居住用地,Residence
resident,47.61836633333325,164.3914787274559,居住用地,Residence
resident,48.23223299999992,18.100800916581015,居住用地,Residence
resident,7.360366333333344,350.093932573703,居住用地,Residence
resident,18.992432999999966,853.4781914747177,居住用地,Residence
resident,6.609499666666673,27.337364471560143,居住用地,
resident,6.043433000000005,61.67659079835183,居住用地,
resident,15.570966333333311,180.79469416163312,居住用地,Residence
resident,15.927499666666693,930.9926841756728,居住用地,Residence
resident,16.17416633333334,179.07654246793012,居住用地,Residence
resident,15.973432999999977,933.0960054816185,居住用地,Residence
resident,16.367833000000005,179.98138071367268,居住用地,Residence
resident,15.946299666666658,881.0947007953393,居住用地,Residence
resident,15.376699666666685,729.8804660834483,居住用地,Residence
resident,11.989632999999984,977.2642519095081,居住用地,Residence
resident,25.638233000000003,163.81012532218483,居住用地,Residence
resident,17.271899666666666,263.00878761356955,居住用地,Residence
resident,17.030699666666663,159.40034907148473,居住用地,
resident,46.55176633333327,21.335634535190493,居住用地,
resident,53.8204329999999,17.999559703705987,居住用地,Residence
resident,19.878433000000022,475.5614952257474,居住用地,Residence
resident,9.388166333333348,318.9414328248841,居住用地,
resident,18.013166333333306,261.48649012389143,居住用地,Residence
resident,20.363433000000033,476.09231059997853,居住用地,Residence
resident,25.640833,989.4570344764916,居住用地,
resident,5.781099666666669,60.67685551391264,居住用地,
resident,17.324499666666668,195.7039831344125,居住用地,Residence
resident,13.729833000000006,196.13544814378008,居住用地,Residence
resident,23.30109966666668,22.05414146163882,居住用地,Residence
resident,20.78556633333333,20.122762386899403,居住用地,Residence
resident,6.307833000000009,54.2497575444233,居住用地,
resident,24.489833000000004,21.6498212418643,居住用地,Residence
resident,13.995099666666675,20.463325121028234,居住用地,
resident,12.176232999999995,193.5600059063207,居住用地,Residence
state,9.934032999999983,161.80194643078573,,
resident,9.847766333333348,373.58539682548917,居住用地,
resident,23.732699666666623,480.1614835389318,居住用地,
resident,16.546832999999992,381.0410542759594,居住用地,Residence
resident,15.536632999999997,492.98256647448477,居住用地,Residence
